"title"|"film_language"|"category"|"first_name"|"last_name"|"length"|"rating"|"rental_rate"|"replacement_cost"|"total_earning"
"Oz Liaisons"|"English             "|"Animation"|"Gene"|"Mckellen"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Groucho"|"Williams"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Jayne"|"Silverstone"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Penelope"|"Pinkett"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Salma"|"Nolte"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Sandra"|"Kilmer"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Sidney"|"Crowe"|85|"R"|2,99|14,99|87,78
"Oz Liaisons"|"English             "|"Animation"|"Warren"|"Jackman"|85|"R"|2,99|14,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"Salma"|"Nolte"|149|"G"|2,99|19,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"Penelope"|"Guiness"|149|"G"|2,99|19,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"Olympia"|"Pfeiffer"|149|"G"|2,99|19,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"John"|"Suvari"|149|"G"|2,99|19,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"Daryl"|"Crawford"|149|"G"|2,99|19,99|87,78
"Color Philadelphia"|"English             "|"Classics"|"Christopher"|"West"|149|"G"|2,99|19,99|87,78
"Panky Submarine"|"English             "|"Games"|"Julia"|"Zellweger"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Groucho"|"Dunst"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Spencer"|"Peck"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Salma"|"Nolte"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Russell"|"Bacall"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Rip"|"Winslet"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Michelle"|"Mcconaughey"|93|"G"|4,99|19,99|86,88
"Panky Submarine"|"English             "|"Games"|"Liza"|"Bergman"|93|"G"|4,99|19,99|86,88
"Airport Pollock"|"English             "|"Horror"|"Gene"|"Willis"|54|"R"|4,99|15,99|86,85
"Airport Pollock"|"English             "|"Horror"|"Susan"|"Davis"|54|"R"|4,99|15,99|86,85
"Airport Pollock"|"English             "|"Horror"|"Fay"|"Kilmer"|54|"R"|4,99|15,99|86,85
"Airport Pollock"|"English             "|"Horror"|"Lucille"|"Dee"|54|"R"|4,99|15,99|86,85
"Virgin Daisy"|"English             "|"Drama"|"Cameron"|"Wray"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Spencer"|"Depp"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Nick"|"Stallone"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Nick"|"Degeneres"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Julia"|"Barrymore"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Dan"|"Torn"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Cate"|"Mcqueen"|179|"PG-13"|4,99|29,99|86,84
"Virgin Daisy"|"English             "|"Drama"|"Alec"|"Wayne"|179|"PG-13"|4,99|29,99|86,84
"Seabiscuit Punk"|"English             "|"Sports"|"Sean"|"Williams"|112|"NC-17"|2,99|28,99|86,76
"Seabiscuit Punk"|"English             "|"Sports"|"Rock"|"Dukakis"|112|"NC-17"|2,99|28,99|86,76
"Seabiscuit Punk"|"English             "|"Sports"|"Adam"|"Grant"|112|"NC-17"|2,99|28,99|86,76
"Muscle Bright"|"English             "|"Travel"|"Sean"|"Williams"|185|"G"|2,99|23,99|86,73
"Muscle Bright"|"English             "|"Travel"|"Groucho"|"Williams"|185|"G"|2,99|23,99|86,73
"Muscle Bright"|"English             "|"Travel"|"Jeff"|"Silverstone"|185|"G"|2,99|23,99|86,73
"Muscle Bright"|"English             "|"Travel"|"Matthew"|"Carrey"|185|"G"|2,99|23,99|86,73
"Muscle Bright"|"English             "|"Travel"|"Matthew"|"Leigh"|185|"G"|2,99|23,99|86,73
"Juggler Hardly"|"English             "|"Animation"|"Penelope"|"Monroe"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Penelope"|"Pinkett"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Ewan"|"Gooding"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Meryl"|"Gibson"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Salma"|"Nolte"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Milla"|"Peck"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Cameron"|"Zellweger"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Morgan"|"Williams"|54|"PG-13"|0,99|14,99|86,71
"Juggler Hardly"|"English             "|"Animation"|"Ed"|"Guiness"|54|"PG-13"|0,99|14,99|86,71
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Milla"|"Keitel"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Uma"|"Wood"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Goldie"|"Brody"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Jodie"|"Degeneres"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Carmen"|"Hunt"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Johnny"|"Lollobrigida"|84|"G"|4,99|9,99|85,86
"Daisy Menagerie"|"English             "|"Sci-Fi"|"Minnie"|"Kilmer"|84|"G"|4,99|9,99|85,86
"Steers Armageddon"|"English             "|"Sports"|"Dan"|"Harris"|140|"PG"|4,99|16,99|85,85
"Steers Armageddon"|"English             "|"Sports"|"Oprah"|"Kilmer"|140|"PG"|4,99|16,99|85,85
"Steers Armageddon"|"English             "|"Sports"|"Fay"|"Wood"|140|"PG"|4,99|16,99|85,85
"Steers Armageddon"|"English             "|"Sports"|"Dan"|"Streep"|140|"PG"|4,99|16,99|85,85
"Robbers Joon"|"English             "|"Children"|"Milla"|"Peck"|102|"PG-13"|2,99|26,99|85,74
"Robbers Joon"|"English             "|"Children"|"Matthew"|"Leigh"|102|"PG-13"|2,99|26,99|85,74
"Robbers Joon"|"English             "|"Children"|"Jada"|"Ryder"|102|"PG-13"|2,99|26,99|85,74
"Robbers Joon"|"English             "|"Children"|"Angela"|"Hudson"|102|"PG-13"|2,99|26,99|85,74
"Robbers Joon"|"English             "|"Children"|"Cuba"|"Allen"|102|"PG-13"|2,99|26,99|85,74
"Conquerer Nuts"|"English             "|"Drama"|"Henry"|"Berry"|173|"G"|4,99|14,99|84,87
"Conquerer Nuts"|"English             "|"Drama"|"John"|"Suvari"|173|"G"|4,99|14,99|84,87
"Conquerer Nuts"|"English             "|"Drama"|"Cameron"|"Zellweger"|173|"G"|4,99|14,99|84,87
"Conquerer Nuts"|"English             "|"Drama"|"Kirsten"|"Paltrow"|173|"G"|4,99|14,99|84,87
"Conquerer Nuts"|"English             "|"Drama"|"Kevin"|"Bloom"|173|"G"|4,99|14,99|84,87
"Conquerer Nuts"|"English             "|"Drama"|"Matthew"|"Johansson"|173|"G"|4,99|14,99|84,87
"Chicago North"|"English             "|"Games"|"Cuba"|"Allen"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Kevin"|"Garland"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Liza"|"Bergman"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Mae"|"Hoffman"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Meryl"|"Gibson"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"River"|"Dean"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Burt"|"Temple"|185|"PG-13"|4,99|11,99|84,85
"Chicago North"|"English             "|"Games"|"Jayne"|"Silverstone"|185|"PG-13"|4,99|11,99|84,85
"Sea Virgin"|"English             "|"Drama"|"Humphrey"|"Garland"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Cate"|"Harris"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Dustin"|"Tautou"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Emily"|"Dee"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"William"|"Hackman"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Gary"|"Penn"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Goldie"|"Brody"|80|"PG"|2,99|24,99|84,81
"Sea Virgin"|"English             "|"Drama"|"Russell"|"Bacall"|80|"PG"|2,99|24,99|84,81
"Alien Center"|"English             "|"Foreign"|"Sidney"|"Crowe"|46|"NC-17"|2,99|10,99|84,8
"Alien Center"|"English             "|"Foreign"|"Burt"|"Dukakis"|46|"NC-17"|2,99|10,99|84,8
"Alien Center"|"English             "|"Foreign"|"Humphrey"|"Willis"|46|"NC-17"|2,99|10,99|84,8
"Alien Center"|"English             "|"Foreign"|"Kenneth"|"Paltrow"|46|"NC-17"|2,99|10,99|84,8
"Alien Center"|"English             "|"Foreign"|"Mena"|"Hopper"|46|"NC-17"|2,99|10,99|84,8
"Alien Center"|"English             "|"Foreign"|"Renee"|"Tracy"|46|"NC-17"|2,99|10,99|84,8
"Barbarella Streetcar"|"English             "|"Sci-Fi"|"Mary"|"Tandy"|65|"G"|2,99|27,99|84,78
"Barbarella Streetcar"|"English             "|"Sci-Fi"|"Gene"|"Mckellen"|65|"G"|2,99|27,99|84,78
"Barbarella Streetcar"|"English             "|"Sci-Fi"|"Alan"|"Dreyfuss"|65|"G"|2,99|27,99|84,78
"Barbarella Streetcar"|"English             "|"Sci-Fi"|"Nick"|"Degeneres"|65|"G"|2,99|27,99|84,78
"Barbarella Streetcar"|"English             "|"Sci-Fi"|"Cuba"|"Allen"|65|"G"|2,99|27,99|84,78
"Married Go"|"English             "|"Sci-Fi"|"Groucho"|"Dunst"|114|"G"|2,99|22,99|84,74
"Married Go"|"English             "|"Sci-Fi"|"Frances"|"Day-Lewis"|114|"G"|2,99|22,99|84,74
"Married Go"|"English             "|"Sci-Fi"|"Goldie"|"Brody"|114|"G"|2,99|22,99|84,74
"Pittsburgh Hunchback"|"English             "|"Family"|"Julia"|"Mcqueen"|134|"PG-13"|4,99|17,99|83,89
"Pittsburgh Hunchback"|"English             "|"Family"|"Penelope"|"Monroe"|134|"PG-13"|4,99|17,99|83,89
"Pittsburgh Hunchback"|"English             "|"Family"|"Rip"|"Crawford"|134|"PG-13"|4,99|17,99|83,89
"Pittsburgh Hunchback"|"English             "|"Family"|"Audrey"|"Bailey"|134|"PG-13"|4,99|17,99|83,89
"Pittsburgh Hunchback"|"English             "|"Family"|"John"|"Suvari"|134|"PG-13"|4,99|17,99|83,89
"Sagebrush Clueless"|"English             "|"Documentary"|"Morgan"|"Mcdormand"|106|"G"|2,99|28,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Meg"|"Hawke"|106|"G"|2,99|28,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Lucille"|"Tracy"|106|"G"|2,99|28,99|83,86
"Panther Reds"|"English             "|"Sci-Fi"|"Ben"|"Willis"|109|"NC-17"|4,99|22,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Frances"|"Day-Lewis"|106|"G"|2,99|28,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Alan"|"Dreyfuss"|106|"G"|2,99|28,99|83,86
"Loser Hustler"|"English             "|"Sports"|"Adam"|"Grant"|80|"PG"|4,99|28,99|83,86
"Loser Hustler"|"English             "|"Sports"|"Zero"|"Cage"|80|"PG"|4,99|28,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Sean"|"Williams"|106|"G"|2,99|28,99|83,86
"Loser Hustler"|"English             "|"Sports"|"Vivien"|"Basinger"|80|"PG"|4,99|28,99|83,86
"Sagebrush Clueless"|"English             "|"Documentary"|"Ian"|"Tandy"|106|"G"|2,99|28,99|83,86
"Loser Hustler"|"English             "|"Sports"|"Woody"|"Hoffman"|80|"PG"|4,99|28,99|83,86
"Panther Reds"|"English             "|"Sci-Fi"|"Warren"|"Nolte"|109|"NC-17"|4,99|22,99|83,86
"Panther Reds"|"English             "|"Sci-Fi"|"Harvey"|"Hope"|109|"NC-17"|4,99|22,99|83,86
"Panther Reds"|"English             "|"Sci-Fi"|"Gene"|"Hopkins"|109|"NC-17"|4,99|22,99|83,86
"Loser Hustler"|"English             "|"Sports"|"Matthew"|"Johansson"|80|"PG"|4,99|28,99|83,86
"Panther Reds"|"English             "|"Sci-Fi"|"Susan"|"Davis"|109|"NC-17"|4,99|22,99|83,86
"Dying Maker"|"English             "|"Comedy"|"Groucho"|"Sinatra"|168|"PG"|4,99|28,99|83,85
"Dying Maker"|"English             "|"Comedy"|"Michael"|"Bolger"|168|"PG"|4,99|28,99|83,85
"Forrest Sons"|"English             "|"Action"|"Walter"|"Torn"|63|"R"|2,99|15,99|83,83
"Forrest Sons"|"English             "|"Action"|"Daryl"|"Wahlberg"|63|"R"|2,99|15,99|83,83
"Forrest Sons"|"English             "|"Action"|"Ed"|"Chase"|63|"R"|2,99|15,99|83,83
"Forrest Sons"|"English             "|"Action"|"Mary"|"Keitel"|63|"R"|2,99|15,99|83,83
"Forrest Sons"|"English             "|"Action"|"Rip"|"Crawford"|63|"R"|2,99|15,99|83,83
"Star Operation"|"English             "|"Sports"|"Morgan"|"Williams"|181|"PG"|2,99|9,99|83,8
"Star Operation"|"English             "|"Sports"|"Will"|"Wilson"|181|"PG"|2,99|9,99|83,8
"Star Operation"|"English             "|"Sports"|"Johnny"|"Lollobrigida"|181|"PG"|2,99|9,99|83,8
"Star Operation"|"English             "|"Sports"|"Morgan"|"Mcdormand"|181|"PG"|2,99|9,99|83,8
"Star Operation"|"English             "|"Sports"|"Susan"|"Davis"|181|"PG"|2,99|9,99|83,8
"Affair Prejudice"|"English             "|"Horror"|"Oprah"|"Kilmer"|117|"G"|2,99|26,99|83,79
"Affair Prejudice"|"English             "|"Horror"|"Kenneth"|"Pesci"|117|"G"|2,99|26,99|83,79
"Affair Prejudice"|"English             "|"Horror"|"Jodie"|"Degeneres"|117|"G"|2,99|26,99|83,79
"Affair Prejudice"|"English             "|"Horror"|"Fay"|"Winslet"|117|"G"|2,99|26,99|83,79
"Affair Prejudice"|"English             "|"Horror"|"Scarlett"|"Damon"|117|"G"|2,99|26,99|83,79
"Oscar Gold"|"English             "|"Animation"|"Bob"|"Fawcett"|115|"PG"|2,99|29,99|83,75
"Oscar Gold"|"English             "|"Animation"|"Dustin"|"Tautou"|115|"PG"|2,99|29,99|83,75
"Oscar Gold"|"English             "|"Animation"|"Ellen"|"Presley"|115|"PG"|2,99|29,99|83,75
"Oscar Gold"|"English             "|"Animation"|"Harvey"|"Hope"|115|"PG"|2,99|29,99|83,75
"Oscar Gold"|"English             "|"Animation"|"Rip"|"Crawford"|115|"PG"|2,99|29,99|83,75
"Oscar Gold"|"English             "|"Animation"|"Al"|"Garland"|115|"PG"|2,99|29,99|83,75
"Musketeers Wait"|"English             "|"Classics"|"Ben"|"Harris"|73|"PG"|4,99|17,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Spencer"|"Peck"|78|"PG-13"|4,99|10,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Minnie"|"Zellweger"|78|"PG-13"|4,99|10,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Meryl"|"Gibson"|78|"PG-13"|4,99|10,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Debbie"|"Akroyd"|78|"PG-13"|4,99|10,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Dan"|"Harris"|78|"PG-13"|4,99|10,99|82,85
"Airplane Sierra"|"English             "|"Comedy"|"Oprah"|"Kilmer"|62|"PG-13"|4,99|28,99|82,85
"Airplane Sierra"|"English             "|"Comedy"|"Michael"|"Bolger"|62|"PG-13"|4,99|28,99|82,85
"Airplane Sierra"|"English             "|"Comedy"|"Mena"|"Hopper"|62|"PG-13"|4,99|28,99|82,85
"Airplane Sierra"|"English             "|"Comedy"|"Jim"|"Mostel"|62|"PG-13"|4,99|28,99|82,85
"Holiday Games"|"English             "|"Foreign"|"Al"|"Garland"|78|"PG-13"|4,99|10,99|82,85
"Airplane Sierra"|"English             "|"Comedy"|"Richard"|"Penn"|62|"PG-13"|4,99|28,99|82,85
"Casablanca Super"|"English             "|"Travel"|"Reese"|"West"|85|"G"|4,99|22,99|82,84
"Casablanca Super"|"English             "|"Travel"|"Kirsten"|"Akroyd"|85|"G"|4,99|22,99|82,84
"Casablanca Super"|"English             "|"Travel"|"Angela"|"Witherspoon"|85|"G"|4,99|22,99|82,84
"Casablanca Super"|"English             "|"Travel"|"Walter"|"Torn"|85|"G"|4,99|22,99|82,84
"Hurricane Affair"|"English             "|"Comedy"|"Fay"|"Winslet"|49|"PG"|2,99|11,99|82,77
"Hurricane Affair"|"English             "|"Comedy"|"Kirsten"|"Akroyd"|49|"PG"|2,99|11,99|82,77
"Hurricane Affair"|"English             "|"Comedy"|"Russell"|"Bacall"|49|"PG"|2,99|11,99|82,77
"Paths Control"|"English             "|"Drama"|"Kirsten"|"Akroyd"|118|"PG"|4,99|9,99|81,9
"Paths Control"|"English             "|"Drama"|"Anne"|"Cronyn"|118|"PG"|4,99|9,99|81,9
"Paths Control"|"English             "|"Drama"|"Val"|"Bolger"|118|"PG"|4,99|9,99|81,9
"Paths Control"|"English             "|"Drama"|"Susan"|"Davis"|118|"PG"|4,99|9,99|81,9
"Paths Control"|"English             "|"Drama"|"Rock"|"Dukakis"|118|"PG"|4,99|9,99|81,9
"Hanover Galaxy"|"English             "|"Music"|"Kenneth"|"Hoffman"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Kirsten"|"Paltrow"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Scarlett"|"Damon"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Angela"|"Hudson"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Jayne"|"Neeson"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Jennifer"|"Davis"|47|"NC-17"|4,99|21,99|81,86
"Hanover Galaxy"|"English             "|"Music"|"Julia"|"Mcqueen"|47|"NC-17"|4,99|21,99|81,86
"Campus Remember"|"English             "|"Action"|"Matthew"|"Johansson"|167|"R"|2,99|27,99|81,83
"Campus Remember"|"English             "|"Action"|"Will"|"Wilson"|167|"R"|2,99|27,99|81,83
"Campus Remember"|"English             "|"Action"|"Reese"|"Kilmer"|167|"R"|2,99|27,99|81,83
"Rush Goodfellas"|"English             "|"Family"|"Alan"|"Dreyfuss"|48|"PG"|0,99|20,99|81,72
"Rush Goodfellas"|"English             "|"Family"|"Kirk"|"Jovovich"|48|"PG"|0,99|20,99|81,72
"Rush Goodfellas"|"English             "|"Family"|"Mae"|"Hoffman"|48|"PG"|0,99|20,99|81,72
"Rush Goodfellas"|"English             "|"Family"|"Sylvester"|"Dern"|48|"PG"|0,99|20,99|81,72
"Rush Goodfellas"|"English             "|"Family"|"Angela"|"Witherspoon"|48|"PG"|0,99|20,99|81,72
"Peach Innocent"|"English             "|"Sports"|"Milla"|"Peck"|160|"PG-13"|2,99|20,99|80,86
"Dragonfly Strangers"|"English             "|"New"|"Angelina"|"Astaire"|133|"NC-17"|4,99|19,99|80,86
"Dragonfly Strangers"|"English             "|"New"|"Fay"|"Winslet"|133|"NC-17"|4,99|19,99|80,86
"Dragonfly Strangers"|"English             "|"New"|"Christian"|"Gable"|133|"NC-17"|4,99|19,99|80,86
"Peach Innocent"|"English             "|"Sports"|"Tim"|"Hackman"|160|"PG-13"|2,99|20,99|80,86
"Peach Innocent"|"English             "|"Sports"|"Groucho"|"Williams"|160|"PG-13"|2,99|20,99|80,86
"Peach Innocent"|"English             "|"Sports"|"Gary"|"Penn"|160|"PG-13"|2,99|20,99|80,86
"Peach Innocent"|"English             "|"Sports"|"Burt"|"Posey"|160|"PG-13"|2,99|20,99|80,86
"Human Graffiti"|"English             "|"Games"|"Will"|"Wilson"|68|"NC-17"|2,99|22,99|80,85
"Human Graffiti"|"English             "|"Games"|"Penelope"|"Guiness"|68|"NC-17"|2,99|22,99|80,85
"Human Graffiti"|"English             "|"Games"|"Fred"|"Costner"|68|"NC-17"|2,99|22,99|80,85
"Human Graffiti"|"English             "|"Games"|"Audrey"|"Olivier"|68|"NC-17"|2,99|22,99|80,85
"Vanishing Rocky"|"English             "|"Music"|"Susan"|"Davis"|123|"NC-17"|2,99|21,99|80,83
"Vanishing Rocky"|"English             "|"Music"|"Matthew"|"Johansson"|123|"NC-17"|2,99|21,99|80,83
"Orient Closer"|"English             "|"Drama"|"Scarlett"|"Damon"|118|"R"|2,99|22,99|80,83
"Vanishing Rocky"|"English             "|"Music"|"Gary"|"Penn"|123|"NC-17"|2,99|21,99|80,83
"Vanishing Rocky"|"English             "|"Music"|"Dan"|"Harris"|123|"NC-17"|2,99|21,99|80,83
"Vanishing Rocky"|"English             "|"Music"|"Gene"|"Hopkins"|123|"NC-17"|2,99|21,99|80,83
"Orient Closer"|"English             "|"Drama"|"Matthew"|"Leigh"|118|"R"|2,99|22,99|80,83
"Orient Closer"|"English             "|"Drama"|"Lucille"|"Tracy"|118|"R"|2,99|22,99|80,83
"Orient Closer"|"English             "|"Drama"|"Cameron"|"Zellweger"|118|"R"|2,99|22,99|80,83
"Wardrobe Phantom"|"English             "|"Drama"|"Gregory"|"Gooding"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Warren"|"Nolte"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Walter"|"Torn"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Thora"|"Temple"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"River"|"Dean"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Nick"|"Wahlberg"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Kirk"|"Jovovich"|178|"G"|2,99|19,99|80,77
"Wardrobe Phantom"|"English             "|"Drama"|"Angelina"|"Astaire"|178|"G"|2,99|19,99|80,77
"Operation Operation"|"English             "|"Comedy"|"Adam"|"Grant"|156|"G"|2,99|23,99|80,75
"Operation Operation"|"English             "|"Comedy"|"Gregory"|"Gooding"|156|"G"|2,99|23,99|80,75
"Operation Operation"|"English             "|"Comedy"|"Christian"|"Akroyd"|156|"G"|2,99|23,99|80,75
"Edge Kissing"|"English             "|"Drama"|"Angela"|"Witherspoon"|153|"NC-17"|4,99|9,99|79,87
"Betrayed Rear"|"English             "|"Children"|"Morgan"|"Mcdormand"|122|"NC-17"|4,99|26,99|79,87
"Betrayed Rear"|"English             "|"Children"|"Christian"|"Akroyd"|122|"NC-17"|4,99|26,99|79,87
"Betrayed Rear"|"English             "|"Children"|"Nick"|"Degeneres"|122|"NC-17"|4,99|26,99|79,87
"Edge Kissing"|"English             "|"Drama"|"Cuba"|"Birch"|153|"NC-17"|4,99|9,99|79,87
"Edge Kissing"|"English             "|"Drama"|"Jayne"|"Neeson"|153|"NC-17"|4,99|9,99|79,87
"Betrayed Rear"|"English             "|"Children"|"Angelina"|"Astaire"|122|"NC-17"|4,99|26,99|79,87
"Bikini Borrowers"|"English             "|"Animation"|"Penelope"|"Cronyn"|142|"NC-17"|4,99|26,99|79,86
"Bikini Borrowers"|"English             "|"Animation"|"Bette"|"Nicholson"|142|"NC-17"|4,99|26,99|79,86
"Carol Texas"|"English             "|"Animation"|"Fred"|"Costner"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Vivien"|"Basinger"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Thora"|"Temple"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Oprah"|"Kilmer"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Gary"|"Phoenix"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Dustin"|"Tautou"|151|"PG"|2,99|15,99|79,83
"Carol Texas"|"English             "|"Animation"|"Ben"|"Willis"|151|"PG"|2,99|15,99|79,83
"Paradise Sabrina"|"English             "|"Comedy"|"Jodie"|"Degeneres"|48|"PG-13"|2,99|12,99|79,82
"Paradise Sabrina"|"English             "|"Comedy"|"Jeff"|"Silverstone"|48|"PG-13"|2,99|12,99|79,82
"Paradise Sabrina"|"English             "|"Comedy"|"Sylvester"|"Dern"|48|"PG-13"|2,99|12,99|79,82
"Paradise Sabrina"|"English             "|"Comedy"|"Penelope"|"Cronyn"|48|"PG-13"|2,99|12,99|79,82
"Strangelove Desire"|"English             "|"Children"|"Angela"|"Hudson"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Alan"|"Dreyfuss"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Ed"|"Guiness"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Ray"|"Johansson"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Cuba"|"Allen"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Michael"|"Bening"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Walter"|"Torn"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Groucho"|"Sinatra"|103|"NC-17"|0,99|27,99|79,78
"Strangelove Desire"|"English             "|"Children"|"Jude"|"Cruise"|103|"NC-17"|0,99|27,99|79,78
"None Spiking"|"English             "|"Sci-Fi"|"Woody"|"Hoffman"|83|"NC-17"|0,99|18,99|79,75
"None Spiking"|"English             "|"Sci-Fi"|"Kim"|"Allen"|83|"NC-17"|0,99|18,99|79,75
"None Spiking"|"English             "|"Sci-Fi"|"Matthew"|"Carrey"|83|"NC-17"|0,99|18,99|79,75
"None Spiking"|"English             "|"Sci-Fi"|"Olympia"|"Pfeiffer"|83|"NC-17"|0,99|18,99|79,75
"None Spiking"|"English             "|"Sci-Fi"|"Renee"|"Ball"|83|"NC-17"|0,99|18,99|79,75
"None Spiking"|"English             "|"Sci-Fi"|"Susan"|"Davis"|83|"NC-17"|0,99|18,99|79,75
